name,dob,gender,email,phone,address,pan,aadhaar,loan_type,loan_amount,income,credit_score,debt_to_income_ratio,loan_purpose,application_channel,repayment_status,loan_approval_status,ip_address,device_id,user_agent,city,state,geo_lat,geo_long,form_fill_time_seconds,login_time_hour,failed_otp_count,num_txn_last_30d,shared_phone_count,shared_device_count,shared_ip_count,email_domain_count,aadhaar_verified,pan_verified,phone_verified,doc_match_score,is_fraud
Jagvi Loyal,1980-01-13,Female,vasatikasachdev@example.org,6411099304,"307, Dass, Dharmavaram-457090",GPINY94804,357440870271,Auto,1055864,1687927,535.0,0.63,Travel,Branch,On-time,Rejected,116.61.108.73,12a249d9-3435-4690-8b6e-1aac6b387275,Chrome,Udupi,Jharkhand,9.372099,90.065997,10,17,2,89,1,1,1,5,True,True,True,0.62,0
Pratyush Sagar,1999-10-19,Female,pillayayush@example.org,4066906953,"459, Ganguly Marg, Yamunanagar-111139",OKZKR08385,784769359013,Home,1519956,334845,338.0,4.54,Investment,Branch,Defaulted,Approved,162.150.215.180,259121db-0a93-4737-b90a-19571a00dec6,Opera,Madanapalle,Manipur,35.76668,83.937334,384,3,1,82,1,1,1,10,True,True,True,0.85,0
Sai Badal,1968-01-23,Male,yashodhara70@example.net,2835168856,"86/35, Mukherjee Nagar, Sultan Pur Majra 006172",ETRPF86602,627676395677,Personal,423559,851497,641.0,0.5,Investment,Agent,On-time,Rejected,105.44.144.216,97523d13-70b1-4884-ab89-cf04336137bf,Safari,Davanagere,Bihar,28.069222,69.699869,359,12,1,45,1,1,1,10,True,True,True,0.97,0
Yachana Bhargava,1985-06-10,Female,ghosesarthak@example.com,6236235178,"38/80, Sankaran Path, Kulti-373053",ZWFWC29463,676676396839,Business,1579938,986783,728.0,1.6,Medical,Online,Delayed,Approved,133.94.53.247,83b7789d-3cdd-4d8b-a9ae-9d586608997c,Edge,Bikaner,Jharkhand,14.715517,83.683971,336,21,5,64,1,1,1,1,True,True,True,0.86,0
Azad Divan,1976-03-09,Female,annequincy@example.net,0816668793,"H.No. 041, Natt Circle, Amaravati 389276",VPSGW25134,552402675816,Education,1592497,1488270,327.0,1.07,Medical,Agent,On-time,Rejected,181.50.114.4,ef23436c-8bc1-4496-93ba-0b3d997150f4,Firefox,Tenali,Uttarakhand,15.365389,73.761484,222,8,5,91,1,1,1,9,True,True,True,0.69,0
Dalbir Kakar,1961-09-07,Male,joshuamann@example.net,4056845191,"H.No. 423, Deol Circle, Bhavnagar-664964",SANDY90761,111894369320,Home,1451174,1802653,593.0,0.81,Business,Branch,Defaulted,Rejected,62.56.155.79,efda89c2-38b8-4738-8a5a-2c993d638f5c,Firefox,Jaunpur,Andhra Pradesh,36.558858,90.471435,230,15,2,23,1,1,1,1,True,True,True,0.65,0
Ayush Goswami,1980-06-28,Other,avni91@example.net,5877330544,"H.No. 09, Brahmbhatt Nagar, Bhagalpur 757314",MSRAG30481,635228650350,Business,607001,1224039,382.0,0.5,Business,Agent,On-time,Rejected,73.56.39.45,6972312b-91fe-4e73-bd61-df4f47714122,Firefox,Chandrapur,Nagaland,32.973486,83.613156,187,22,5,80,1,1,1,2,True,True,True,0.91,0
Yashica Sarraf,1966-03-24,Male,mannegaurangi@example.org,9974428842,"H.No. 018, Madan Chowk, Orai 688020",CJXJM51944,777870883667,Personal,1076269,1516480,395.0,0.71,Investment,Online,On-time,Rejected,185.215.54.7,7ca6fa6d-5006-4ee6-9afa-983ed2587aa5,Edge,Delhi,Punjab,13.41213,94.617779,581,19,3,18,1,1,1,9,True,True,True,0.82,0
Fitan Bajwa,2001-01-14,Other,rwali@example.net,3294628604,"19, Om Nagar, Phagwara 722501",EZYVA61130,515881147318,Personal,1469573,1253137,708.0,1.17,Investment,Branch,Defaulted,Rejected,221.200.244.228,b76cb8f9-c39c-4cd0-9294-d537cd125e4f,Firefox,Dehradun,Bihar,33.679898,82.053734,171,13,5,80,1,1,1,1,True,True,True,0.8,0
Teerth Kara,1985-06-24,Other,lucky84@example.net,6275294541,"326, Barad Path, Hyderabad 300588",BVOLK10396,471651946554,Auto,397589,509413,466.0,0.78,Business,Online,On-time,Approved,137.48.86.192,01943059-a002-4f21-8f29-edc4240dc200,Safari,Tadepalligudem,Punjab,32.827648,76.349307,455,22,4,81,1,1,1,6,True,True,True,0.75,0
Unnati Bahl,2007-01-17,Female,kalekeya@example.net,5638237036,"H.No. 812, Krish Ganj, Parbhani 870529",RZERC26752,265228197501,Personal,2309641,491606,521.0,4.7,Marriage,Branch,On-time,Approved,149.253.109.30,0b2aa118-1adf-4f37-903f-e6ae430e8f46,Safari,Erode,Assam,36.590913,88.487076,490,23,2,10,1,1,1,4,True,True,True,0.83,0
Yutika Grover,1973-02-11,Male,dbuch@example.com,8589785602,"461, Kadakia Marg, Thrissur 372390",GZIXO08623,774260213389,Personal,2142955,1186785,307.0,1.81,Medical,Branch,Delayed,Rejected,180.136.95.10,c1f5ad83-260b-4084-a1c7-12902200903f,Chrome,Secunderabad,Sikkim,16.842657,87.633031,298,21,4,40,1,1,1,9,True,True,True,0.72,0
Ranbir Hora,1996-02-01,Male,siya84@example.net,9766094885,"55/895, Kapoor Nagar, Karaikudi-952105",YVJQE90212,162211023490,Personal,711279,1446761,619.0,0.49,Travel,Online,Delayed,Rejected,211.229.159.25,e1abb6d3-b22c-4cd9-a3b4-726b55bd4fd4,Chrome,Chittoor,Arunachal Pradesh,9.720166,72.640245,97,20,5,63,1,1,1,5,True,True,True,0.9,0
Advaith Prashad,1989-09-26,Male,hborra@example.com,1795660301,"86/851, Kar Zila, Moradabad 774179",JYWMJ84244,178597578043,Business,138889,1847119,695.0,0.08,Renovation,Branch,Delayed,Approved,207.126.215.15,556b2429-55ce-45d9-b51a-e5741411f006,Edge,Nizamabad,Haryana,31.938698,78.29398,372,1,0,49,1,1,1,4,True,True,True,0.82,0
Krisha Chakrabarti,1971-07-04,Other,anatarajan@example.com,0400122258,"96, Madan, Katihar 392654",ONQLP74032,498240004145,Auto,2029114,672486,370.0,3.02,Investment,Agent,Delayed,Rejected,218.95.159.95,ddeaefbf-0015-4ab9-b829-605988c67e13,Safari,Adoni,Chhattisgarh,28.00112,83.986452,285,21,2,4,1,1,1,9,True,True,True,0.95,0
Farhan Din,1987-07-25,Other,qdey@example.org,8322603188,"135, Bhagat Ganj, Gangtok 834499",AOLRG79678,887574450506,Home,1922394,1645656,545.0,1.17,Investment,Branch,On-time,Rejected,207.150.192.47,810e2a7f-8396-43c4-ada0-d4bbbb7ae6f2,Firefox,Kavali,Andhra Pradesh,28.140314,88.324464,172,11,3,43,1,1,1,9,True,True,True,0.91,0
Balendra Dass,1962-02-17,Male,viswanathantarak@example.org,1513705334,"H.No. 591, Ganguly Circle, Medininagar-339822",EIXOI41070,340223543022,Personal,1893006,591900,333.0,3.2,Investment,Online,On-time,Approved,206.221.31.222,7a6350d3-738d-4e03-ab3e-2bc5f9dc7f08,Firefox,Jamalpur,Telangana,32.021469,91.79391,563,21,0,6,1,1,1,4,True,True,True,0.77,0
Chandresh Pillay,1982-06-27,Female,tooryasti@example.net,0316971977,"H.No. 499, Grewal Circle, Jorhat-902580",JGCBX04735,791514819089,Auto,1200512,1865517,450.0,0.64,Medical,Online,On-time,Rejected,186.52.22.177,587e54ec-d507-44a8-840b-8aca49a00dc1,Safari,Bulandshahr,Sikkim,19.474081,87.670093,354,2,4,84,1,1,1,2,True,True,True,0.83,0
Balvan Vora,1990-07-13,Other,reyanshsaini@example.com,5632259258,"H.No. 20, Patla, Aligarh-809153",KRNHZ84605,844004795524,Personal,1193990,635101,556.0,1.88,Medical,Branch,Delayed,Rejected,143.127.57.216,e97dad7d-0bc6-4bef-8d50-60c768eb04f2,Opera,Guna,Bihar,10.551449,93.116125,103,13,1,65,1,1,1,2,True,True,True,0.67,0
Hemangini Chandra,2006-11-10,Other,samabhavini@example.org,1828384753,"H.No. 696, Vora Road, Gwalior-280350",KDJVT25383,819136045606,Education,358728,1784130,587.0,0.2,Investment,Agent,On-time,Approved,204.18.238.209,3d576889-cd44-4ed6-8157-7d52bdca9573,Edge,Bhilai,Himachal Pradesh,24.000898,82.975224,275,11,3,39,1,1,1,10,True,True,True,0.84,0
Bachittar Rout,1999-03-30,Female,oswamy@example.org,6331866637,"H.No. 771, Sundaram Circle, Kurnool 571673",VAJSE75476,356370867289,Home,2352631,1810582,815.0,1.3,Renovation,Agent,On-time,Rejected,190.243.144.8,7e46fb9d-20d8-4ee4-b0d3-6a42be88fef9,Edge,South Dumdum,Nagaland,15.570198,68.541748,435,19,4,11,1,1,1,10,True,True,True,0.79,0
Oscar Khalsa,1982-06-17,Other,girindrachaudhry@example.net,3988523792,"H.No. 83, Oommen Circle, Sirsa-341082",RVASB51034,542082116856,Auto,1589995,1824271,624.0,0.87,Medical,Branch,Delayed,Rejected,212.47.56.57,a3f24ee1-3b04-40c5-8b3c-48a24d816cda,Firefox,Mahbubnagar,Bihar,8.898454,75.761575,32,18,0,79,1,1,1,6,True,True,True,0.83,0
Girik Date,1998-08-27,Female,omisra@example.net,2426885391,"47, Tripathi Nagar, Bhopal 390883",SFXGS92067,871332355836,Auto,311037,904302,742.0,0.34,Travel,Branch,Defaulted,Rejected,153.7.215.6,40a7a3a3-86ce-4b6b-8f40-4f474653e4b0,Chrome,Erode,West Bengal,25.857438,93.989001,122,15,0,68,1,1,1,3,True,True,True,0.69,0
Yadavi Amble,1988-11-14,Male,onveer86@example.com,7218953207,"97, Bedi Circle, Hazaribagh-784334",DHSJA92174,232964996389,Personal,215794,1181637,845.0,0.18,Renovation,Agent,Delayed,Approved,199.137.120.224,391d190b-d49a-452e-b4bf-6d4e932a050d,Safari,Nagpur,Maharashtra,20.892661,83.757434,504,1,1,16,1,1,1,7,True,True,True,0.86,0
Xiti Andra,1986-06-20,Other,msankaran@example.org,3868932784,"86/960, Ramanathan Street, Lucknow-960566",VKCLD38166,970916319984,Auto,1215963,268955,432.0,4.52,Medical,Branch,On-time,Approved,197.135.40.203,53c3f599-4fa6-4bf1-ac0c-aef8113eb6bd,Edge,Chandigarh,Tripura,22.773653,85.745254,71,22,1,48,1,1,1,3,True,True,True,0.64,0
Charvi Pingle,1998-09-25,Other,henry60@example.org,9809556422,"657, Bera Street, Bathinda 773053",CBESJ11712,486068736895,Business,707397,778653,,0.91,Business,Branch,Delayed,Rejected,193.113.239.111,7babdbec-ba74-4f2e-8492-453c031844db,Edge,Gandhinagar,Uttar Pradesh,27.519221,84.068403,29,20,1,53,2,3,5,10,False,True,True,0.57,1
Theodore Dube,1988-05-19,Female,pverma@example.com,0111127294,"999, Sheth Zila, Malda 629600",RHKUY64683,442043712200,Personal,1737683,189211,843.0,9.18,Investment,Online,Delayed,Rejected,19.19.159.124,a094f73a-12b0-4ceb-9829-56f068b72c32,Safari,Kanpur,Maharashtra,31.631343,72.311674,316,21,1,16,1,1,1,2,True,True,True,0.9,0
Yatan Arya,1976-01-12,Other,urajagopalan@example.net,3862267738,"78/005, Ravi Road, Sagar 977559",VSTWZ46811,505764975815,Auto,1442824,209267,348.0,6.89,Marriage,Online,On-time,Rejected,192.43.146.181,78bc62a7-a9dc-4dd8-9613-c567775d7947,Edge,Tadipatri,Madhya Pradesh,36.723769,68.111046,272,22,4,14,1,1,1,7,True,True,True,0.82,0
Zarna Tata,1977-02-03,Male,kamyahanda@example.com,0681961243,"H.No. 74, Sethi Road, Belgaum 229634",NEROO49981,802990884219,Auto,52840,1264340,774.0,0.04,Travel,Online,On-time,Rejected,92.179.88.195,b8527da2-56b6-4c3c-ab47-108bd717bdeb,Edge,Chandigarh,Mizoram,24.430352,94.300409,420,9,5,31,1,1,1,3,True,True,True,0.67,0
Warda Brahmbhatt,2006-02-13,Other,uchada@example.org,2573644958,"052, Mall Ganj, Motihari 184811",FGEPC82518,297447441852,Personal,337222,1103599,514.0,0.31,Medical,Online,Delayed,Rejected,180.116.171.119,bc15cc65-6d48-4276-84b8-cbab95176fb5,Safari,Patna,Chhattisgarh,9.245946,69.736587,63,13,1,75,1,1,1,3,True,True,True,0.87,0
Balendra Mitra,1985-04-08,Other,ykapoor@example.org,9219000806,"938, Narayan Nagar, Karawal Nagar-555358",XEZDA74201,159003275291,Home,1737746,1058183,584.0,1.64,Medical,Online,On-time,Approved,201.60.49.72,0e92c45c-4377-48c7-8f8a-068e259ada2c,Opera,Sonipat,Bihar,30.780723,86.28758,322,8,2,6,1,1,1,8,True,True,True,0.9,0
Ijaya Dube,1965-05-16,Female,chandran99@example.net,5498027421,"29/70, Puri Nagar, Jorhat-791088",RTLAE61818,300170901975,Business,60423,432479,714.0,0.14,Travel,Agent,On-time,Rejected,96.26.131.247,75d7d1f7-f65d-424e-999c-0b1c13f1bff6,Safari,Tumkur,Kerala,10.341474,71.697005,107,9,1,7,1,1,1,1,True,True,True,0.91,0
Shaurya Ray,2001-06-20,Other,manthan71@example.com,4217677113,"H.No. 26, Patel Road, Anand-401478",CMHDK16099,350157878983,Home,240358,955482,695.0,0.25,Business,Agent,Delayed,Approved,97.123.100.48,adde4916-a1d0-4777-8a30-6eb82c7a32f6,Firefox,Shimla,Goa,22.717911,71.119422,464,14,2,68,1,1,1,5,True,True,True,0.69,0
Wridesh Oza,1975-07-22,Other,gunbirgala@example.net,0721367039,"716, Deo Chowk, Bhavnagar 849337",FAEVZ52153,618820596709,Business,771517,1816999,578.0,0.42,Renovation,Branch,On-time,Approved,210.57.63.206,112eb6ca-22e3-4ee4-963f-7f8c31813aad,Safari,Sambhal,Maharashtra,31.96663,84.643173,469,18,0,84,1,1,1,5,True,True,True,0.74,0
Odika Joshi,1968-01-04,Female,ekiya36@example.com,2717981240,"H.No. 291, Ramakrishnan Path, Ludhiana-618096",MVCPB30801,335725019620,Home,2125681,1709940,551.0,1.24,Investment,Agent,Defaulted,Approved,222.232.239.241,f43dbf36-6848-44d9-abdd-f78b30ff2ad2,Safari,Raichur,Uttar Pradesh,22.196272,76.210421,321,5,3,48,1,1,1,9,True,True,True,0.75,0
Aachal Bakshi,1965-09-19,Male,rdani@example.com,4586498220,"27/20, Ray Circle, Darbhanga 796464",EGFOZ73211,778820042526,Auto,1646070,1641262,399.0,1.0,Marriage,Agent,Defaulted,Rejected,126.243.86.134,5e832cd7-1112-4e00-9900-477a7d88e130,Edge,Dhanbad,Tripura,31.437094,78.297173,15,16,3,70,1,1,1,3,True,True,True,0.64,0
Ojas Raval,2002-06-27,Male,dmohanty@example.org,5175486764,"H.No. 18, Shah Circle, Panvel 028060",VLFPL30330,199402244356,Home,1449259,483625,694.0,3.0,Travel,Online,Delayed,Approved,137.81.171.17,5288e845-a78b-4d27-8342-6473c5d51e19,Edge,Mysore,Haryana,34.515251,87.191772,304,6,1,74,1,1,1,8,True,True,True,0.7,0
Turvi Varkey,1971-02-24,Other,bloke@example.net,2733395072,"794, Bains Chowk, Ballia 900682",NCJBJ79690,395560513844,Personal,2305518,1625964,811.0,1.42,Medical,Online,Defaulted,Approved,167.204.49.71,548a08a2-7e58-4390-97b3-9002f36b397d,Safari,Latur,Maharashtra,25.775501,87.445288,287,7,2,43,1,1,1,2,True,True,True,0.8,0
Advika Kumer,1963-10-01,Male,kwalla@example.org,9535617044,"H.No. 75, Biswas Zila, Moradabad-235683",XEHWS66830,817769748441,Business,1773145,1271126,796.0,1.39,Medical,Agent,On-time,Approved,125.155.54.214,4246e4c5-4530-483f-976c-078bd8bd3f3d,Opera,Jaipur,Telangana,32.271463,89.266594,544,9,2,24,1,1,1,8,True,True,True,0.96,0
Harinakshi Malhotra,2003-08-12,Male,pchadha@example.org,5186584954,"53, Sawhney Marg, Mysore-654596",AZRFQ12695,852660562604,Education,2007878,454286,821.0,4.42,Medical,Branch,Defaulted,Approved,210.255.48.51,18a1e0a4-2631-44c4-be83-d644894fa79d,Opera,Jalna,Uttar Pradesh,14.165242,72.261661,249,9,4,96,1,1,1,3,True,True,True,0.95,0
Amol Grover,1971-11-23,Male,bvarkey@example.org,8246347638,"44/241, Dhillon Zila, New Delhi-158063",PWILE10057,657535945920,Home,655425,481762,562.0,1.36,Renovation,Online,Defaulted,Approved,211.223.217.124,7168e1e6-0f0c-48f1-aef1-6bb121e62c08,Firefox,New Delhi,Mizoram,16.442784,96.02226,406,10,3,20,1,1,1,9,True,True,True,0.72,0
Baljiwan Oommen,1960-10-04,Female,nidra82@example.org,3782972945,"61, Raju Ganj, Srikakulam-014080",QYEHP77985,804332776312,Education,1238043,1172487,605.0,1.06,Investment,Branch,Delayed,Rejected,207.40.226.241,2254e3fb-ac2e-469f-990b-453126027488,Opera,Saharsa,Madhya Pradesh,35.525795,78.306023,223,1,0,55,1,1,1,10,True,True,True,0.81,0
Upadhriti Wable,1994-10-10,Female,chadapraneel@example.net,7661786349,"H.No. 61, Sankaran Marg, Jalandhar-756403",ALPMT73469,441948564485,Business,2400773,1668757,748.0,1.44,Renovation,Online,Defaulted,Approved,203.71.29.229,2f98cde9-80ca-437b-84d9-90ce7be3fdba,Chrome,Purnia,Assam,36.304281,83.356283,293,19,5,80,1,1,1,3,True,True,True,0.68,0
Ekaja Taneja,1966-05-01,Female,ethanmitter@example.net,4796640294,"45/17, Keer Path, Panihati 610976",GZTCZ46954,515881767351,Personal,2195903,381098,679.0,5.76,Marriage,Branch,On-time,Approved,211.71.181.222,c9297dcc-80f9-459d-9927-bf8bdca9f8dd,Chrome,Purnia,Chhattisgarh,28.977349,79.425476,182,10,0,59,1,1,1,4,True,True,True,0.85,0
Geetika Tak,1997-05-02,Other,wdayal@example.org,0306720414,"349, Sheth Marg, Machilipatnam 426816",HLAOE52306,896848868256,Business,838977,1062833,630.0,0.79,Renovation,Agent,Delayed,Rejected,174.89.214.5,1ed22408-125c-4154-8dac-33cb1f405c9b,Firefox,Amaravati,Tripura,14.022653,92.463686,549,15,0,88,1,1,1,8,True,True,True,0.87,0
Zilmil Mannan,1985-03-31,Male,merchantcharles@example.com,9986347845,"77, Gandhi Street, Indore-576936",ZBLIA02874,761439038554,Education,2433544,479057,,5.08,Business,Branch,Defaulted,Rejected,161.0.58.147,54a70a9c-ecef-4858-b155-3594dc4d512d,Safari,Mirzapur,Punjab,28.035055,83.663281,47,12,2,96,1,1,6,9,False,False,True,0.32,1
Tamanna Madan,1996-06-18,Male,magarhemang@example.net,7121925200,"63, Vig Ganj, Madurai-134771",FKEBA43337,555070535846,Auto,1576684,577531,711.0,2.73,Marriage,Agent,Defaulted,Approved,137.20.136.132,5d8c7b55-75cc-4580-90a5-5217a114663c,Opera,Dewas,Andhra Pradesh,8.832735,74.145205,381,2,2,12,1,1,1,1,True,True,True,0.73,0
Vedhika Boase,1977-01-21,Other,agastya21@example.net,2600167542,"81/91, Dhillon Chowk, Sri Ganganagar 377309",TIZIR33572,330285621241,Education,731585,916675,573.0,0.8,Marriage,Agent,On-time,Rejected,184.157.101.63,03fc5e45-2add-4743-a42b-62f53042dab3,Edge,Dehradun,Bihar,14.900306,89.35509,537,23,5,76,1,1,1,3,True,True,True,0.92,0
Yug Kumar,1973-11-19,Female,cyohannan@example.net,5176668901,"H.No. 551, Bhardwaj Circle, Dhanbad-597121",VPDLW86566,350307674111,Home,861157,401017,506.0,2.15,Investment,Agent,On-time,Approved,45.60.60.34,67b08773-67ef-448d-80af-e739b9eb7725,Chrome,Shimoga,Chhattisgarh,17.590028,88.93673,278,2,1,88,1,1,1,2,True,True,True,0.74,0
Dayamai Dora,1972-07-09,Other,toordhruv@example.com,1209638778,"478, Kalita, Jalgaon-029201",WCHXN98415,853049143022,Auto,2463040,1326498,461.0,1.86,Business,Agent,Defaulted,Approved,217.196.113.229,8578ec94-d3fb-427e-835a-2b3d64db9052,Edge,Surat,Andhra Pradesh,24.868307,78.803824,199,18,2,91,1,1,1,3,True,True,True,0.97,0
Onkar Palla,1990-06-01,Other,menonmeera@example.net,8116592525,"H.No. 379, Wagle Chowk, Tadepalligudem 846675",FVCWH27189,679133690053,Personal,2479038,1887466,814.0,1.31,Medical,Online,Delayed,Rejected,139.84.3.118,33b1e75f-56d3-4f91-82cf-9a088d56a073,Chrome,Dewas,West Bengal,17.603446,87.552998,147,16,1,52,1,1,1,6,True,True,True,0.73,0
Charan Zachariah,1963-09-29,Other,megha69@example.net,2623020120,"48/89, Sandhu Nagar, Ulhasnagar-951037",OJSPB10399,361085366983,Business,1044986,1819287,583.0,0.57,Investment,Agent,On-time,Rejected,107.196.76.236,711eefc2-a92e-46a4-a508-57c04d6a8ce1,Chrome,Delhi,Mizoram,22.69212,79.764022,514,1,3,84,1,1,1,3,True,True,True,0.78,0
Chatresh Sankaran,1994-01-26,Other,virktarak@example.net,6534240407,"82/220, Kulkarni Path, Nadiad 858530",CBOCQ75516,266225659873,Education,1346954,1518288,597.0,0.89,Renovation,Online,On-time,Approved,203.120.146.190,09ce86ee-bc2e-4393-9ebb-794c1b93d46a,Safari,Kirari Suleman Nagar,Bihar,9.828894,92.916845,26,21,3,43,1,1,1,6,True,True,True,0.81,0
Jyoti Butala,2004-03-25,Other,smital@example.net,1143846685,"02/670, Ravel, Munger 374327",ORZTW81789,330755467600,Auto,67333,1711169,692.0,0.04,Investment,Agent,Delayed,Approved,217.55.31.243,d333c902-0f29-4600-80ff-dea39aa63860,Firefox,Dharmavaram,Maharashtra,10.154524,93.750893,238,8,0,1,1,1,1,6,True,True,True,0.96,0
Onveer Sachar,1975-01-27,Other,kabirparekh@example.com,2649725645,"H.No. 429, Majumdar Zila, Kota 494799",KIRXX66252,818922138212,Business,376500,509117,523.0,0.74,Business,Branch,On-time,Rejected,175.128.211.218,528eefc3-d6af-4440-a872-ce0736132fe3,Edge,Bongaigaon,Karnataka,11.759765,81.043883,452,2,0,50,1,1,1,6,True,True,True,0.94,0
Vasatika Tara,2001-02-27,Other,tkoshy@example.com,2022570378,"22, Jayaraman Ganj, Chinsurah 367964",IRGRX20673,218276597562,Education,607490,1239727,358.0,0.49,Renovation,Agent,Defaulted,Approved,165.191.118.233,9fad2ad5-d115-4e61-97c4-fd8be7e88d73,Opera,Chapra,Punjab,32.164567,86.104542,308,22,5,37,1,1,1,8,True,True,True,0.89,0
Gaurang Pillay,1973-01-09,Other,mohini37@example.org,0785314246,"H.No. 31, Vala Chowk, Siwan 752281",YZLJM45707,104073166879,Business,683338,565963,505.0,1.21,Travel,Online,Delayed,Rejected,103.41.26.230,db76df8e-f00a-4f4f-8d56-203d0d11b7f5,Firefox,Nizamabad,Uttarakhand,23.087481,79.993521,47,22,1,20,1,1,1,3,True,True,True,0.73,0
Udant Sarraf,1975-02-20,Other,lkeer@example.com,5559739250,"70, Bhandari Street, Tadepalligudem-343507",NUMYN17492,788918451216,Home,1725811,1263134,583.0,1.37,Marriage,Branch,On-time,Rejected,220.123.50.9,6f046137-65ba-4364-879e-51d6e70b00ad,Edge,Ichalkaranji,Maharashtra,9.072258,86.998215,137,18,2,99,1,1,1,6,True,True,True,0.65,0
Bhavika Luthra,1985-09-05,Male,leelatripathi@example.com,1832177848,"54, Venkatesh Marg, Junagadh-964665",CDZRZ98080,315380372394,Education,2076610,1822024,637.0,1.14,Medical,Branch,On-time,Rejected,157.189.254.208,c69d535b-2867-4491-99a4-27f4e432f267,Chrome,Jaunpur,Goa,17.573932,78.788865,444,2,4,19,1,1,1,3,True,True,True,0.67,0
Divya Balasubramanian,1965-03-06,Male,imaster@example.com,6213749083,"35, Kadakia Zila, Guna-631723",RGYJO09744,553134798550,Personal,2082826,610634,495.0,3.41,Medical,Branch,On-time,Approved,89.40.219.15,189caeeb-3593-41a7-b0ea-87ff47d0e977,Firefox,Kurnool,Arunachal Pradesh,25.375864,71.953624,184,9,3,97,1,1,1,3,True,True,True,0.79,0
Qasim Andra,1990-03-22,Male,soodkai@example.org,2942547209,"904, Varughese Path, Anantapur 967136",VQWTM33072,560430739247,Personal,52228,268853,782.0,0.19,Renovation,Agent,Delayed,Approved,208.83.71.215,9ce95733-fe99-4364-a4b7-428d3c5d6b82,Safari,Noida,Telangana,8.694242,81.988068,388,23,5,94,1,1,1,4,True,True,True,0.88,0
Tamanna Comar,2001-03-28,Male,tamannasrinivas@example.com,3964789276,"52, Bail Street, Thrissur-933035",ZVELG06972,101648125937,Home,2255097,1673640,844.0,1.35,Investment,Branch,Delayed,Rejected,128.48.80.92,fe62496b-c6df-41ff-8685-9d2fc5e62cc2,Opera,Panchkula,Uttar Pradesh,21.982411,86.510078,489,11,0,91,1,1,1,6,True,True,True,0.77,0
Ansh Sandal,1961-01-20,Female,baggarwal@example.net,2245749747,"H.No. 776, Tella Circle, Ghaziabad-588164",ZEJJR11484,408780002834,Home,1604095,422985,801.0,3.79,Travel,Branch,On-time,Approved,179.85.241.2,c865c74d-3126-4e7f-8946-6d0028c7cc74,Safari,Mumbai,Uttar Pradesh,14.193537,77.900801,194,9,1,71,1,1,1,5,True,True,True,0.73,0
Warda Gala,1993-02-23,Female,narangosha@example.org,1477442473,"953, Kara Road, Amravati-099571",FXFBT03652,248885271437,Home,2026725,1512286,356.0,1.34,Business,Online,Defaulted,Rejected,70.113.153.219,d41e75df-23ea-4d9f-bf1a-5cdd9495c3d8,Edge,Ramgarh,Tamil Nadu,34.061463,82.538988,189,20,2,73,1,1,1,3,True,True,True,0.68,0
Ayaan Prabhu,2005-04-25,Other,max37@example.net,8152661381,"55, Bhatti Marg, Satna 733184",GRBTQ67535,763924004231,Personal,2278533,487597,402.0,4.67,Renovation,Online,Delayed,Approved,149.73.204.122,eb9c2e7f-cbb7-4be2-88b5-17a39fd9eea6,Opera,Rewa,Tripura,13.927655,75.301686,314,12,1,57,1,1,1,7,True,True,True,0.62,0
Hiral Dutta,1996-12-24,Male,lwalla@example.com,2910836108,"H.No. 51, Chaudry Path, Bhusawal 653342",NTUME24108,373789020236,Auto,877908,1722531,320.0,0.51,Medical,Agent,Delayed,Approved,217.188.152.233,4811618a-1cc1-4f58-9016-d7ecf2f881bf,Opera,Rajpur Sonarpur,Andhra Pradesh,34.04601,82.318848,563,2,3,2,1,1,1,4,True,True,True,0.87,0
